round,client_drift,global_weight_norm,test_balanced_accuracy,test_macro_f1,test_accuracy,test_loss
1,3.3198581632998674,98.13146069547584,0.125,0.08132617527568195,0.4821505376344086,2.126857552066926
2,8.182255840635994,98.27172491303183,0.125,0.08132617527568195,0.4821505376344086,2.415817994251046
3,2.45564774336103,98.26162317316042,0.125,0.08132617527568195,0.4821505376344086,1.7707376685706517
4,1.143587578447277,98.20237911922675,0.125,0.08132617527568195,0.4821505376344086,1.5933876299089
5,0.8448704064419842,98.15312768137667,0.125,0.08132617527568195,0.4821505376344086,1.579976721476483
6,0.6874005001088497,98.10944178707548,0.125,0.08132617527568195,0.4821505376344086,1.5790068742280365
7,0.6713972460880416,98.06888088309836,0.125,0.08132617527568195,0.4821505376344086,1.5727000740522978
8,0.7070675493051493,98.03022889700125,0.125,0.08132617527568195,0.4821505376344086,1.566659909012497
9,0.702576796355601,97.99280752742074,0.125,0.08132617527568195,0.4821505376344086,1.5379888633502428
10,0.6581672364350536,97.9564142454534,0.125,0.08132617527568195,0.4821505376344086,1.527921030905939
11,0.7154396879702402,97.9205142685013,0.125,0.08132617527568195,0.4821505376344086,1.549886179790702
12,1.033377466481071,97.88759475111237,0.125,0.08132617527568195,0.4821505376344086,1.5536729964902325
13,0.9809352187749928,97.85467328050541,0.125,0.0813379770715426,0.4821505376344086,1.5439457629316597
14,0.8512922969562807,97.81871750345061,0.12488849241748438,0.08138351983723296,0.4817204301075269,1.569001716388169
15,0.839752795731273,97.78288013222421,0.12688245073392262,0.08420991117344553,0.4808602150537634,1.574043164765963
16,0.8362554265643061,97.74661330525203,0.16506686791982222,0.09654594731337059,0.4718279569892473,1.562845757648509
17,0.8270572606301299,97.71066290827147,0.18099809423404428,0.09424191187241047,0.4587096774193548,1.5534264767554498
18,0.9215842039108487,97.67555363782462,0.19640112897806922,0.11090802128993364,0.4432258064516129,1.56592145176344
19,1.1106044613362884,97.64310621603786,0.19559324576375486,0.12045349702101293,0.4341935483870968,1.5670108617249356
20,0.9621121681771575,97.60940804478753,0.18622251567786763,0.12391368835415772,0.4645161290322581,1.5480692224605108
21,0.8955259163235971,97.57497369126233,0.1484181740888275,0.09507594827091659,0.4780645161290323,1.5780347301626718
22,0.8747159999331626,97.53983007199265,0.16282191263395765,0.09566424528776339,0.47376344086021505,1.5662608742970292
23,0.8716041189347444,97.50471348275605,0.17231905596555777,0.10396923147253376,0.4703225806451613,1.5527097826619303
24,0.8900112134682915,97.46940611199071,0.18923954050233638,0.11569901114558927,0.45204301075268816,1.5482416125266782
25,0.9806426029656311,97.43483831232493,0.18577084385268827,0.10638237239759141,0.4546236559139785,1.5696295796671222
26,1.0046093647313958,97.40061339820649,0.19792389735104973,0.12313469871401297,0.44387096774193546,1.56276246347735
27,0.9499788583865191,97.36655150223311,0.1986692524586682,0.1372705156263656,0.43548387096774194,1.5752600323769355
28,0.8960713322498975,97.33194506197083,0.2141205446159768,0.13764775948860442,0.43526881720430105,1.5573523019462503
29,0.9206972852065953,97.29812883865891,0.2084308648178878,0.14476114055107897,0.458494623655914,1.5426953322913057
30,0.9401072788654289,97.26385007071836,0.21326067454415648,0.16404981822714018,0.450752688172043,1.5442567269520093
