round,client_drift,global_weight_norm,test_balanced_accuracy,test_macro_f1,test_accuracy,test_loss,epsilon_max,epsilon_mean,delta
1,14.539594298560559,99.42168200045063,0.125,0.08132617527568195,0.4821505376344086,2.616856620260464,17.611533592762996,14.330407974769843,1e-05
2,14.538431780829603,100.58111202930475,0.125,0.08132617527568195,0.4821505376344086,2.4854147368349055,25.09643608167565,18.53418484568935,1e-05
3,14.53686684988692,101.7150879057413,0.125,0.08132617527568195,0.4821505376344086,3.267353980086183,32.581338570588315,22.737961716608854,1e-05
4,14.534387431632625,102.84209690656179,0.1803068247188299,0.16535123693381015,0.5326881720430108,1.6855041919472398,40.06624105950097,26.941738587528363,1e-05
5,14.534999752242875,103.96088018452261,0.12848987359510902,0.08945952147972394,0.4858064516129032,3.416379595072039,47.55114354841362,31.145515458447864,1e-05
6,14.535713153251763,105.06109008228937,0.21473926160097864,0.19607769544990758,0.5541935483870968,1.6180851688949012,55.03604603732628,35.34929232936738,1e-05
7,14.538503559864216,106.1425890239322,0.14334877545441027,0.11502902917515946,0.5021505376344086,2.9903401604006365,62.52094852623893,39.553069200286885,1e-05
8,14.531693547910733,107.21359955391641,0.2207750021065469,0.20106781050808226,0.5516129032258065,1.6969057408199515,70.00585101515159,43.75684607120638,1e-05
9,14.537766112951568,108.27426482147885,0.15586314098889723,0.13448858568590427,0.5150537634408602,2.748828080597744,77.49075350406426,47.960622942125894,1e-05
10,14.535620849400184,109.32487276715055,0.21819847679447776,0.20238875288784722,0.558494623655914,1.7682189765027774,84.9756559929769,52.1643998130454,1e-05
11,14.535250354691087,110.35145443802581,0.16658452920055974,0.1504983354267929,0.5258064516129032,2.5274140512815086,92.46055848188956,56.36817668396491,1e-05
12,14.535261686212671,111.38058924419916,0.22005735639701113,0.20653581229757753,0.5625806451612904,1.8191344192976593,99.94546097080223,60.57195355488441,1e-05
13,14.535877786252184,112.39594103282346,0.17752730313061998,0.1652098444091515,0.5363440860215054,2.352106116869116,107.43036345971487,64.7757304258039,1e-05
14,14.5330590269285,113.39608488518702,0.22032718458042644,0.20969395492558715,0.567741935483871,1.839286515584556,114.91526594862754,68.97950729672341,1e-05
15,14.535827312824628,114.39464093257887,0.18414586302935737,0.17387183262788455,0.5425806451612903,2.354574379818414,122.4001684375402,73.18328416764292,1e-05
16,14.535088765075757,115.36419074371034,0.230782006941746,0.2182190144743689,0.5716129032258065,1.787952215338266,129.88507092645284,77.38706103856244,1e-05
17,14.536903317612849,116.339853774543,0.1798213072023177,0.16976803129507065,0.5387096774193548,2.4002035622442923,137.3699734153655,81.59083790948195,1e-05
18,14.538113822508024,117.30225833231536,0.23281704390092836,0.21907659927793585,0.5729032258064516,1.800783763136915,144.85487590427817,85.79461478040145,1e-05
19,14.536276503292983,118.24999628333275,0.1769413830173702,0.16583791697659314,0.5365591397849462,2.4991985955289615,152.3397783931908,89.99839165132096,1e-05
20,14.53538524901397,119.1842289464912,0.23668466251427467,0.2270365105474466,0.5767741935483871,1.7759563522441413,159.82468088210348,94.20216852224047,1e-05
21,14.53615403665141,120.1042245820136,0.18337588605421073,0.1739862577049509,0.5432258064516129,2.3755473788579304,167.30958337101615,98.40594539315998,1e-05
22,14.53638644946912,121.02646751097363,0.24940456956246207,0.23974168506662377,0.5840860215053764,1.731564989910331,174.79448585992878,102.60972226407948,1e-05
23,14.536925792544928,121.9393128304234,0.18559678952991132,0.17663265527134853,0.5443010752688172,2.381510872892154,182.27938834884145,106.81349913499899,1e-05
24,14.532647696959103,122.84804867864251,0.25147980180274204,0.2377224756188791,0.5821505376344086,1.7546582903913273,189.76429083775412,111.0172760059185,1e-05
25,14.536191779293427,123.7482953441343,0.18059530525287534,0.16922300307517796,0.54,2.530976549681797,197.24919332666676,115.22105287683799,1e-05
26,14.535212095923754,124.64169939376796,0.2538394183760143,0.2433540312555149,0.5879569892473119,1.7395458263479253,204.73409581557942,119.4248297477575,1e-05
27,14.53675377843542,125.52003236445248,0.18723788722094006,0.1788485093181459,0.546236559139785,2.3658029490132484,212.2189983044921,123.62860661867701,1e-05
28,14.535173737404213,126.39358925192792,0.2541087610709579,0.2447513477436323,0.5926881720430107,1.7340963228287236,219.70390079340473,127.83238348959651,1e-05
29,14.535482571194835,127.26498278732768,0.19301548897143986,0.18618929948427002,0.5511827956989247,2.308599655551295,227.1888032823174,132.03616036051602,1e-05
30,14.537984391329601,128.12300041148322,0.2516676099773287,0.24492276926692705,0.5926881720430107,1.717206684645786,234.67370577123006,136.23993723143553,1e-05
