epoch,train_loss,train_balanced_accuracy,test_balanced_accuracy,test_macro_f1,test_accuracy,test_loss
1,2.1199195141564258,0.16021386230358756,0.12056328484183078,0.08023176263514871,0.27483870967741936,1.8497348089115595
2,1.9584787376204977,0.2118001128756577,0.22808847144844963,0.18262788692501322,0.4916129032258065,1.5690594204010502
3,1.9002034271487236,0.22987137245706854,0.23383354987724891,0.199554557942136,0.4862365591397849,1.6967435433787685
4,1.870961535880157,0.2353070243831492,0.22294740513905842,0.1804961852261453,0.5135483870967742,1.4458034901977868
5,1.8471053173822591,0.25376761396804504,0.23686547620852813,0.21342424524437564,0.5492473118279569,1.5628949079718641
6,1.8156591781937006,0.2867790173601763,0.27638922450661363,0.12321417904184553,0.1518279569892473,2.012994617749286
7,1.771960005908804,0.30453922872524464,0.31707505524431917,0.22087966762034333,0.4043010752688172,1.5147412951274584
8,1.719642818134232,0.33696555646746995,0.3286181014369932,0.2954452426755265,0.5002150537634409,1.4521454419371902
9,1.6887240091489888,0.3441589941377041,0.37287038162544905,0.25830480179488846,0.4486021505376344,1.54896743025831
10,1.6617647243532552,0.3618051918310542,0.36385545262594166,0.26868845805747443,0.4918279569892473,1.5152375294059834
11,1.634099432372842,0.3786185055575022,0.3612948153995359,0.291954921590528,0.4941935483870968,1.3774220694265058
12,1.5973741747018537,0.3819183888777241,0.3744386474264615,0.2714069761860869,0.4673118279569892,1.4877185520049065
13,1.5861061001772012,0.3929546465165461,0.36488213315078155,0.2697373184131165,0.4817204301075269,1.3823327679275184
14,1.5895332377934444,0.3787364536628705,0.39405704978324363,0.26270895869476085,0.4152688172043011,1.6267252408304522
15,1.5618241058121056,0.40035839483127283,0.39881647553901434,0.22648075434465187,0.37483870967741933,1.6462030007762294
16,1.5483025595553777,0.39902942955851384,0.41094056613479335,0.30377284405657534,0.5187096774193548,1.3093051131053637
17,1.5395226579145487,0.40189481230910584,0.40427910965024305,0.31729422131587093,0.5058064516129033,1.3536098750432333
18,1.5133956983357204,0.4166950014317402,0.43208416028950397,0.35060382174641325,0.5449462365591398,1.2506496100271902
19,1.502653485149033,0.4237294195208887,0.44221586427909276,0.32391274809690124,0.49268817204301074,1.407266204536602
20,1.4815957063247542,0.43835784083617646,0.4297035188223469,0.3099419646121959,0.48193548387096774,1.4225287926581598
21,1.4765412972090002,0.4291592532142065,0.41257147810958816,0.29821557351680206,0.5027956989247312,1.3552267809324368
22,1.4636235059684863,0.44755630112287764,0.43664120607849377,0.34751713429716036,0.5040860215053763,1.3353510908926687
23,1.4465322382407826,0.4475987402806172,0.4282791421409158,0.3201850495714089,0.5129032258064516,1.3482359860533026
24,1.443500492023179,0.45512494390765734,0.4072522092408012,0.35182894369694206,0.5083870967741936,1.3268553143162882
25,1.4399738760163616,0.45353932214531606,0.4567476315344258,0.3370481606576027,0.5126881720430108,1.3390453489877845
26,1.4234224508553022,0.46821781682477087,0.4579616654212399,0.3434262693220938,0.5266666666666666,1.2555754603109053
27,1.4080343153577926,0.4621690340114778,0.44548331986177636,0.3504506532837711,0.550752688172043,1.2046273158698955
28,1.3985434634143599,0.4657557646240737,0.4511550655626444,0.33422971728487183,0.5264516129032258,1.2929373615018782
29,1.3842195583760641,0.4795956472011753,0.44084615937052746,0.3104697439942381,0.43333333333333335,1.548206142917756
30,1.3630094999654647,0.482415636335905,0.418725974913834,0.2593320911528087,0.33376344086021503,1.7999997558388658
