round,client_drift,global_weight_norm,test_balanced_accuracy,test_macro_f1,test_accuracy,test_loss
1,3.3593975258398827,98.12901372006255,0.125,0.08132617527568195,0.4821505376344086,1.752559761642128
2,8.13531285207008,98.2631929573181,0.125,0.08132617527568195,0.4821505376344086,1.8080618622482465
3,2.4307820121214907,98.24461212120615,0.125,0.08132617527568195,0.4821505376344086,1.605396283877793
4,1.3562996524562367,98.18953268857754,0.13381132132694284,0.10101356967478747,0.4860215053763441,1.6823948405891336
5,0.8839136651515295,98.14238575145625,0.125,0.08132617527568195,0.4821505376344086,1.6631584183887769
6,0.7925875050643452,98.1010398679361,0.125,0.08132617527568195,0.4821505376344086,1.625752166112264
7,0.8308554688909956,98.06330033314838,0.13696347697797298,0.09413885402158524,0.48301075268817206,1.6178613880116453
8,0.8254249616777289,98.02646318810211,0.17014407455403602,0.11572141124920396,0.4410752688172043,1.639781845923393
9,0.9086355143342651,97.98979345290023,0.18953829466347144,0.11961564754441707,0.38064516129032255,1.6564661346968783
10,0.9723879982017084,97.9521709895981,0.16364618674158826,0.11071554905410179,0.3333333333333333,1.7025372793853923
11,0.9643805795427464,97.91540316980057,0.1850439120057657,0.12077002750200624,0.3810752688172043,1.6638953168417818
12,0.9505978543604282,97.87766985285319,0.18251980981627122,0.12223382509575093,0.3778494623655914,1.6842741745774463
13,0.945683577471874,97.8419178141178,0.19135686366225613,0.11673623591216126,0.34559139784946236,1.687616822899029
14,0.9788765592446071,97.8069010103662,0.20149809767983612,0.13927881137470943,0.3963440860215054,1.6919156292946107
15,0.9297826317978003,97.77243650573885,0.20665340812074978,0.14355873016058743,0.40946236559139787,1.677806000350624
16,0.890402405178118,97.7379538202234,0.21961192740213192,0.15198177908822075,0.3793548387096774,1.6774678104154526
17,0.9210449389680383,97.70418122393258,0.20876483015162423,0.14349227491371605,0.4075268817204301,1.6636889936590706
18,0.9785399698591352,97.67047094845316,0.21178249519381298,0.14790762952101233,0.3946236559139785,1.6689638054755427
19,0.9845834494469142,97.63667644951698,0.20215685905265873,0.11695364839833379,0.2524731182795699,1.7135751906774377
20,0.9793661007146763,97.6029520079567,0.20138587508682904,0.13728096036034598,0.39526881720430107,1.6626205057226202
21,0.9372206502117612,97.56984594694293,0.19344921944382965,0.11882998242245098,0.41870967741935483,1.621481824382659
22,0.8557955956878168,97.53573584692788,0.19230340974426258,0.11743484046492617,0.4103225806451613,1.6263370843087472
23,0.9180822243475054,97.50160491474968,0.20575009244311737,0.14218865719676974,0.3967741935483871,1.6571968430344777
24,0.9767778761166861,97.46793434123477,0.19591863681603316,0.12570593918932124,0.41956989247311827,1.6362828925860826
25,0.947350431375765,97.43512373075947,0.19223197085335741,0.12108896998908464,0.4120430107526882,1.6645428815452001
26,0.9139912967671311,97.40218282611866,0.19318709321643768,0.12186833149886264,0.42129032258064514,1.6554506220868839
27,1.0192170788561856,97.36870829808792,0.20139462972970573,0.14355720839050043,0.3924731182795699,1.644323733442573
28,1.0645619970383235,97.33613685844992,0.18877213176879581,0.12022697094267376,0.4161290322580645,1.6270953229165845
29,1.0525771889180817,97.30427573497539,0.198059336328531,0.11527758388738532,0.41655913978494624,1.6349761646024643
30,0.9111291132611486,97.27200004513229,0.18349112669050946,0.11678901439569764,0.412258064516129,1.6220161930207284
