round,client_drift,global_weight_norm,test_balanced_accuracy,test_macro_f1,test_accuracy,test_loss,epsilon_max,epsilon_mean,delta
1,14.542799830967203,99.47137169919172,0.125,0.08132617527568195,0.4821505376344086,2.512939756275505,6.218527381066147,3.6016434417704666,1e-05
2,14.541101323307458,100.68039848457435,0.125,0.08132617527568195,0.4821505376344086,2.1552494398752846,8.46089988605317,4.57456445678699,1e-05
3,14.539680637489184,101.86346080088441,0.125,0.08132617527568195,0.4821505376344086,2.2341874991181077,10.290504089058306,5.308758923898624,1e-05
4,14.537856335195002,103.03954898791746,0.125,0.08132617527568195,0.4821505376344086,2.347685277487642,12.120108292063442,6.039309534045956,1e-05
5,14.538186415179085,104.20775682551717,0.125,0.0813379770715426,0.4821505376344086,2.4369727493870643,13.94971249506858,6.737795816416022,1e-05
6,14.539340084534588,105.35760999978137,0.1327941762125116,0.09782734545754514,0.490752688172043,2.0909830633799236,15.615431732598285,7.399328949233012,1e-05
7,14.541635469793222,106.4885021780435,0.15217501649007772,0.12956861193839,0.5096774193548387,2.023101640721803,16.530231837389607,7.920543236793693,1e-05
8,14.535276931432454,107.60898782253386,0.17966009430371535,0.16426449250609687,0.5301075268817205,1.7685946920353879,17.445031942180933,8.420068026289472,1e-05
9,14.54095342655147,108.71902763136164,0.16926065357702985,0.15382298851332515,0.5217204301075269,1.9841353044971344,18.359832046972258,8.902866338025143,1e-05
10,14.539144655741774,109.81918553229096,0.18881561895044757,0.17387942997932274,0.5335483870967742,1.757460120698457,19.274632151763583,9.366972582318988,1e-05
11,14.53837944899256,110.89544256504499,0.17446860837680267,0.15892538433790937,0.5268817204301075,1.992353262388578,20.18943225655491,9.753793364088198,1e-05
12,14.538723090016022,111.97442814423039,0.18559492197475214,0.17351155718787525,0.5363440860215054,1.8478821626786264,21.10423236134623,10.140614145857407,1e-05
13,14.539074784713682,113.0399053296329,0.18916873136365242,0.17592807699318933,0.5380645161290323,1.8508506946153538,22.019032466137556,10.527434927626617,1e-05
14,14.536546993185171,114.08988625704083,0.18164758193547562,0.16916441928961876,0.5346236559139785,1.9971546422281572,22.933832570928878,10.914255709395826,1e-05
15,14.538892036744267,115.13846158660209,0.1963019252439608,0.18314544188501147,0.5410752688172042,1.8837344386500696,23.848632675720204,11.301076491165034,1e-05
16,14.538627292506296,116.1584386900203,0.18807644167785603,0.17410116048630372,0.54,1.9912499002743793,24.76343278051153,11.67789029695482,1e-05
17,14.540058885226957,117.18436894679498,0.2037693955390507,0.19322328497935998,0.5511827956989247,1.8863040317002162,25.678232885302855,12.046233248441863,1e-05
18,14.541582468389485,118.19719402479265,0.18684686228529052,0.17216505220747974,0.5387096774193548,2.0942269711853356,26.59303299009418,12.414576199928907,1e-05
19,14.539363364867471,119.19550540408751,0.20054315070658396,0.18927786598137464,0.5511827956989247,1.9781426054431546,27.507833094885505,12.782919151415953,1e-05
20,14.538910615831798,120.18049025103677,0.191751097801773,0.18010583017791693,0.5447311827956989,2.0703116333869196,28.422633199676827,13.151262102902997,1e-05
21,14.539224408640274,121.15126377749401,0.20408053230418516,0.19255288916509877,0.5552688172043011,1.947423043968857,29.337433304468153,13.504135511318175,1e-05
22,14.539848836407742,122.1245471828343,0.20140414187616978,0.1915051152204885,0.5509677419354839,2.0227888463133126,30.25223340925948,13.85424462309008,1e-05
23,14.539973709894475,123.08845469232438,0.20480801192419013,0.1919275406027225,0.5488172043010753,1.9998853536831436,31.167033514050804,14.204353734861984,1e-05
24,14.536202490741509,124.04847232185696,0.2023205543387947,0.18787355985790052,0.5473118279569893,2.058387011507506,32.081833618842126,14.554462846633887,1e-05
25,14.539189374702575,125.0001611356479,0.20430606277533553,0.19036972857799256,0.5503225806451613,2.0508379645501416,32.99663372363345,14.904571958405791,1e-05
26,14.538883083661148,125.94521218949315,0.20732145183197748,0.19343146985059853,0.5529032258064516,2.083260673758804,33.91143382842478,15.254681070177696,1e-05
27,14.539793539654033,126.87529437556074,0.1969858763153213,0.1845629083930486,0.5464516129032259,2.1815966771751323,34.8262339332161,15.604790181949598,1e-05
28,14.538698549918129,127.80072129783899,0.20469328679860022,0.19021065140987609,0.5494623655913978,2.110052107226464,35.74103403800743,15.954899293721502,1e-05
29,14.538486974539476,128.724077605339,0.20294088309308583,0.1907188755282871,0.5488172043010753,2.104528138919543,36.65583414279875,16.305008405493407,1e-05
30,14.541359021024716,129.6342398857271,0.21026381230035512,0.19823808232532503,0.5559139784946237,2.017655238797588,37.57063424759008,16.65511751726531,1e-05
