round,client_drift,global_weight_norm,test_balanced_accuracy,test_macro_f1,test_accuracy,test_loss
1,20.418209268936916,85.764190327765,0.125,0.08132617527568195,0.4821505376344086,1.7299833232100292
2,18.13804372233176,72.14660452428056,0.18140262188361955,0.131891688627731,0.3772043010752688,1.8310467364711147
3,13.974208746316135,65.85217655325832,0.19217819651251303,0.14585936297344113,0.4296774193548387,1.7415710122098205
4,12.769553025059132,60.98429249811137,0.21394959629167543,0.16957258127836855,0.4339784946236559,1.7848452452177643
5,11.693716612356019,56.82949527573991,0.2133598714551303,0.1654456934089684,0.44193548387096776,1.7486979518398162
6,11.097614720618365,53.3718204682186,0.2061498528700788,0.1699757064295335,0.443010752688172,1.7135780371389082
7,10.707258084546178,50.65697080524436,0.22625524913948913,0.1764797757243701,0.4262365591397849,1.765020440983516
8,10.068446231595448,48.50294509745658,0.2226771919332332,0.18088603907566111,0.4344086021505376,1.6897851861933226
9,9.393340360771413,46.84426335132083,0.23334800850094653,0.18944348125067484,0.4453763440860215,1.677510079363341
10,9.105607647998086,45.564659552553366,0.23319097729376503,0.19370051060384536,0.43849462365591396,1.660662469453709
11,8.993832049186379,44.56815616030649,0.2469440366716219,0.20077484350206026,0.4511827956989247,1.6239281388764741
12,8.751398725604403,43.83410565531877,0.24594187505720552,0.20089995909513492,0.4318279569892473,1.669055878526421
13,8.662855987207017,43.2573932879848,0.2511671646361694,0.19942963569174885,0.4313978494623656,1.643861669314805
14,8.569340988355805,42.817519234616036,0.25764093918107633,0.20579725305520666,0.42989247311827955,1.6590597346521192
15,8.492720424499222,42.58203975866198,0.26249078885439714,0.21110520902164687,0.4518279569892473,1.6183756422227429
16,8.432164234481105,42.36934207653744,0.26515308187469183,0.2162748323420971,0.45483870967741935,1.5855540208406347
17,8.144614655387045,42.261199776206766,0.25622828466157466,0.21219776215611197,0.4101075268817204,1.637720278975784
18,8.174246819054888,42.35000464358246,0.26491769353802375,0.1981668036774884,0.3987096774193548,1.635737434458989
19,8.54890863903361,42.53621736783845,0.25806544607532234,0.20034714861932124,0.4172043010752688,1.6580435873359762
20,8.634265533289973,42.683220832300925,0.2806422707344859,0.20335856646384115,0.3993548387096774,1.6541354044022099
21,8.97372969499425,42.923703881825226,0.26382050960887327,0.19928322776883087,0.3935483870967742,1.7255036416617773
22,8.833788972017063,43.057185677807304,0.3011222396845242,0.21995810282528752,0.4238709677419355,1.598767463827646
23,9.136668291678932,43.3203630472246,0.3178347349685653,0.238870481846582,0.46344086021505376,1.535684906692915
24,9.21029592426487,43.496453058632675,0.3366915866636979,0.24767111031232558,0.43655913978494626,1.6000712016833727
25,9.008073867101215,43.826576558127535,0.33899694483378945,0.2404714668848148,0.41634408602150536,1.6495001570383707
26,9.02507363933678,44.11227906882482,0.3505657225271548,0.2466497579550827,0.436989247311828,1.6049196530926613
27,8.818913417962746,44.545510971477434,0.3294648859567546,0.23672681549871483,0.4032258064516129,1.705336249054119
28,8.920941761271301,44.81577883218622,0.34964165689403226,0.24051109151161032,0.42172043010752686,1.6591824713060932
29,8.902884483668284,45.14902917739431,0.35529234508528995,0.24979405831306958,0.4406451612903226,1.5984620852111489
30,8.877273278046196,45.437721970557426,0.3543131297275625,0.25308620259010517,0.43483870967741933,1.6493650916314895
