round,client_drift,global_weight_norm,test_balanced_accuracy,test_macro_f1,test_accuracy,test_loss
1,13.701092679370314,93.58508297360724,0.125,0.00276478094427903,0.011182795698924731,2.007984545461593
2,14.848469978419859,80.16502931329494,0.13282165144358613,0.021708497715344298,0.03913978494623656,2.0678482009005803
3,10.393001568298606,75.93053798926294,0.19144749584527654,0.11040348714449522,0.2589247311827957,1.8948426649647374
4,8.835570340353092,73.57282721200153,0.18373511447530658,0.10478349484440426,0.3324731182795699,1.8115463977218955
5,8.368150935863257,71.79076689960313,0.1782029044989702,0.12360921805723507,0.37526881720430105,1.754230211627099
6,8.225434864061567,70.3169189949366,0.20256624215568375,0.12895345609561623,0.3632258064516129,1.7507743798020066
7,8.125680365628751,68.88855481532751,0.20531402160020834,0.13208016126775796,0.3711827956989247,1.7288249044008153
8,8.207992075382595,67.64029684046237,0.221561494055411,0.12841436502404185,0.3688172043010753,1.700850429022184
9,8.495726239275955,66.62139339605402,0.2466049684158,0.14088684787034897,0.37483870967741933,1.6916055527041036
10,8.453050460320556,65.80686234160484,0.25478930316217296,0.1468497588109384,0.37849462365591396,1.6928033943586451
11,8.393231688782178,65.01921011870364,0.2680933152513285,0.143533009861546,0.3956989247311828,1.6346746115017963
12,8.269062894417354,64.35466056354794,0.2729392037294353,0.14978708250645462,0.40795698924731183,1.6272101981665499
13,8.336161504049718,63.765421372099446,0.28802654955031326,0.16446598958083014,0.401505376344086,1.6531974402807093
14,8.291878537135156,63.10510849864996,0.29477377211136013,0.1786987197758153,0.4389247311827957,1.5755809458865915
15,8.20767023393744,62.49610425439849,0.3033827259007238,0.18300699167521636,0.4270967741935484,1.5948453324328187
16,8.158988493754114,61.8633537757372,0.30208417526892123,0.1780339809217939,0.4236559139784946,1.5718241706971199
17,8.279389307808687,61.30098568825805,0.31582981985116454,0.17422244189875033,0.4098924731182796,1.5797736962636313
18,8.091188153107856,60.68301778625861,0.301619348845964,0.18701664326992984,0.4129032258064516,1.6010247967832831
19,8.070017608355142,60.2708485105122,0.3214469861279745,0.20178442433540156,0.42236559139784946,1.5743400233278992
20,7.828807696353256,59.8016088907194,0.31249123129257794,0.1902012082581718,0.4066666666666667,1.6109928254670993
21,8.1461909032127,59.39365250998345,0.3208817806251345,0.19917147096438956,0.40946236559139787,1.5928782944012714
22,7.899056819560336,58.965103072254124,0.3205265929962174,0.1866409397696873,0.3967741935483871,1.6257716917735274
23,7.97441866580314,58.616708044435256,0.33551726593369724,0.20350439393952702,0.4053763440860215,1.5805309613545735
24,7.837780953047219,58.341769073789536,0.3293157228440239,0.1977476114892437,0.4101075268817204,1.5932337711703393
25,7.835105710690956,58.121794241416644,0.32739957891786253,0.20514036055266682,0.40559139784946235,1.590613602207553
26,7.840761553419817,58.013373605340625,0.3330996827260471,0.2155729630437804,0.4118279569892473,1.5684019974226593
27,7.818751023985052,57.887984701285276,0.3266837582025428,0.2043904776377276,0.39978494623655914,1.5901730574843704
28,7.903095311702212,57.865105535685935,0.32883133519239066,0.2233642914388687,0.3905376344086022,1.6133852096783217
29,7.89213000382864,57.703636021139,0.33654346033017807,0.21556841142216093,0.4038709677419355,1.5858891653758223
30,7.584346785770062,57.60822455016249,0.3317298004696847,0.224528269079801,0.401505376344086,1.603731585420588
